DECADE,IMPORTANCE,TEAM LIST,DESCRIPTION,YEAR,TYPE,STATUS,TYPOLOGY_01,REM?,TEAM_01,TEAM_02,TEAM_03,TEAM_04,TEAM_05,TEAM_06,TEAM_07,TEAM_08,TEAM_09,TEAM_10,TEAM_11,TEAM_12,TEAM_13,TEAM_14,TEAM_15,TEAM_16,TEAM_17,TEAM_18,TEAM_19,TEAM_20,TEAM_21,TEAM_22,TEAM_23,TEAM_24,TEAM_25,TEAM_26,TEAM_27,TEAM_28,TEAM_29,TEAM_30,TEAM_31,TEAM_32,TEAM_33,TEAM_34,TEAM_35,TEAM_36,TEAM_37,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,BRANCH KEY,KEY LIST,KEY TOTAL
1980s,0.0,"['Kees Christiaanse', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Eusebius Tower,1987,Project,Commissioned Study,Residential,True,Kees Christiaanse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kees Christiaanse,Generation-01,15
1980s,0.333333333333,"['Kees Christiaanse', 'Herman de Kovel', 'Jan Voorberg', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","Ij Plein Masterplan, School and Gymnasium",1988,Project,Completed,Masterplan,True,Kees Christiaanse,Herman de Kovel,Jan Voorberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kees Christiaanse,Generation-01,15
1980s,0.0,"['Kees Christiaanse', 'Xaveer de Geyter', 'Cor van der Hout', 'Gregor Mescherowsky', 'Alexander Nowotny', 'Luc Reuse', 'Jeroen Thomas', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Netherlands Architecture Institute,1988,Project,Competition,Museum / Gallery,True,Kees Christiaanse,Xaveer de Geyter,Cor van der Hout,Gregor Mescherowsky,Alexander Nowotny,Luc Reuse,Jeroen Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kees Christiaanse,Generation-01,15
1980s,0.333333333333,"['Kees Christiaanse', 'Christian Delius', 'Jaap van Heest', 'Dirk Hendriks', 'Leo van Immerzeel', 'Vah\xc3\xa9 Kalousdian', 'Christian Rapp', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Veerplein,1989,Project,Completed,Residential,False,Kees Christiaanse,Christian Delius,Jaap van Heest,Dirk Hendriks,Leo van Immerzeel,Vahé Kalousdian,Christian Rapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kees Christiaanse,Generation-01,15
1990s,0.333333333333,"['Kees Christiaanse', 'Jaap van Heest', 'Georges Heintz', 'Dirk Hendriks', 'G\xc3\xb6tz Keller', 'Marty Kohn', 'Georg Ritschl', 'Ron Steiner', 'Jeroen Thomas', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Byzantium,1991,Project,Completed,Residential,True,Kees Christiaanse,Jaap van Heest,Georges Heintz,Dirk Hendriks,Götz Keller,Marty Kohn,Georg Ritschl,Ron Steiner,Jeroen Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kees Christiaanse,Generation-01,15
1980s,0.0,"['Elizabeth Alford', 'Xaveer de Geyter', 'Kyoko Hoshino', 'Winy Maas', 'Vince Scarano', 'Ron Steiner', 'Yushi Uehara', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Stad aan de Stroom,1989,Project,Commissioned Study,Masterplan,True,Elizabeth Alford,Xaveer de Geyter,Kyoko Hoshino,Winy Maas,Vince Scarano,Ron Steiner,Yushi Uehara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yushi Uehara,Generation-01,8
1980s,0.0,"['Christophe Cornubert', 'Xaveer de Geyter', 'Georges Heintz', 'Ramon Klein', 'Heike Lohmann', 'Ron Steiner', 'Yushi Uehara', 'Alex Wall', 'Art Zaaijer', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Très Grande Bibliothèque,1989,Project,Competition,Library,True,Christophe Cornubert,Xaveer de Geyter,Georges Heintz,Ramon Klein,Heike Lohmann,Ron Steiner,Yushi Uehara,Alex Wall,Art Zaaijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yushi Uehara,Generation-01,8
1980s,0.0,"['Eric van Daele', 'Xaveer de Geyter', 'Jaap van Heest', 'Ramon Klein', 'Wim Kloosterboer', 'Maartje Lammers', 'Luc Reuse', 'Ron Steiner', 'Yushi Uehara', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Zeebrugge Sea Terminal,1989,Project,Competition,Infrastructure,True,Eric van Daele,Xaveer de Geyter,Jaap van Heest,Ramon Klein,Wim Kloosterboer,Maartje Lammers,Luc Reuse,Ron Steiner,Yushi Uehara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yushi Uehara,Generation-01,8
1990s,0.0,"['Elizabeth Alford', 'Xaveer de Geyter', 'Winy Maas', 'Ray Maggiore', 'Vince Scarano', 'Ron Steiner', 'Yushi Uehara', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Agadir Convention Centre,1990,Project,Competition,Theatre,True,Elizabeth Alford,Xaveer de Geyter,Winy Maas,Ray Maggiore,Vince Scarano,Ron Steiner,Yushi Uehara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yushi Uehara,Generation-01,8
1990s,0.0,"['Hernando Arrazola', 'Siebe Bakker', 'Gary Bates', 'Gro Bonesmo', 'Christophe Cornubert', 'Xaveer de Geyter', 'Arjen de Groot', 'Rene Heijne', 'Jerry Kopare', 'Markus L\xc3\xbcscher', 'Peter Oudshoorn', 'Jacob van Rijs', 'Markus R\xc3\xb6thlisberger', 'Roland Stuy', 'Yushi Uehara', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Jussieu – Two Libraries,1992,Project,Competition,Library,True,Hernando Arrazola,Siebe Bakker,Gary Bates,Gro Bonesmo,Christophe Cornubert,Xaveer de Geyter,Arjen de Groot,Rene Heijne,Jerry Kopare,Markus Lüscher,Peter Oudshoorn,Jacob van Rijs,Markus Röthlisberger,Roland Stuy,Yushi Uehara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yushi Uehara,Generation-01,8
1990s,0.0,"['Gro Bonesmo', 'Fuminori Hoshino', 'Kyoko Hoshino', 'Winy Maas', 'Ron Steiner', 'Yushi Uehara', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Yokohama Masterplan,1992,Project,Competition,Masterplan,True,Gro Bonesmo,Fuminori Hoshino,Kyoko Hoshino,Winy Maas,Ron Steiner,Yushi Uehara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yushi Uehara,Generation-01,8
1990s,0.333333333333,"['Ruud Cobussen', 'Donald van Dansik', 'Rients Dijkstra', 'Jeanne Gang', 'Jan-Willem van Kuilenburg', 'Ray Maggiore', 'Mark Schendel', 'Diana Stiles', 'Yushi Uehara', 'Ron Witte', 'Dirk Zuiderveld', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Congrexpo,1994,Project,Completed,Theatre,True,Ruud Cobussen,Donald van Dansik,Rients Dijkstra,Jeanne Gang,Jan-Willem van Kuilenburg,Ray Maggiore,Mark Schendel,Diana Stiles,Yushi Uehara,Ron Witte,Dirk Zuiderveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yushi Uehara,Generation-01,8
2000s,0.333333333333,"['Hernando Arrazola', 'Juliette Bekkering', 'Frans Blok', 'Rients Dijkstra', 'Jeanne Gang', 'Udo Garritzmann', 'Douglas Grieco', 'Ren\xc3\xa9 Heijnen', 'Fuminori Hoshino', 'Winy Maas', 'Ray Maggiore', 'Farshid Moussavi', 'Miguel Rodriguez-Casellas', 'Karolien de Schepper', 'Enno Stemerding', 'Hiroki Sugiyama', 'Willem Timmer', 'Tom Tulloch', 'Yushi Uehara', 'Jacques Vink', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Souterrain Tram Tunnel,2004,Project,Completed,Infrastructure,True,Hernando Arrazola,Juliette Bekkering,Frans Blok,Rients Dijkstra,Jeanne Gang,Udo Garritzmann,Douglas Grieco,René Heijnen,Fuminori Hoshino,Winy Maas,Ray Maggiore,Farshid Moussavi,Miguel Rodriguez-Casellas,Karolien de Schepper,Enno Stemerding,Hiroki Sugiyama,Willem Timmer,Tom Tulloch,Yushi Uehara,Jacques Vink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yushi Uehara,Generation-01,8
1970s,0.333333333333,"['Zaha Hadid', 'Richard Perlemutter', 'Ron Steiner', 'Elias Veneris', 'Elia Zenghelis', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Dutch Parliament Extension,1978,Project,Competition,Office,True,Zaha Hadid,Richard Perlemutter,Ron Steiner,Elias Veneris,Elia Zenghelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zaha Hadid,Generation-01,1
1980s,0.0,"['Kees Christiaanse', 'Stefano de Martino', 'Ruurd Roorda', 'Ron Steiner', 'Jan Voorberg', 'Alex Wall', 'Elia Zenghelis', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Parc de la Villette,1982,Project,Competition,Landscape,True,Kees Christiaanse,Stefano de Martino,Ruurd Roorda,Ron Steiner,Jan Voorberg,Alex Wall,Elia Zenghelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruurd Roorda,Generation-01,1
1980s,0.0,"['Elizabeth Alford', 'Xaveer de Geyter', 'Kyoko Hoshino', 'Winy Maas', 'Vince Scarano', 'Ron Steiner', 'Yushi Uehara', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Stad aan de Stroom,1989,Project,Commissioned Study,Masterplan,True,Elizabeth Alford,Xaveer de Geyter,Kyoko Hoshino,Winy Maas,Vince Scarano,Ron Steiner,Yushi Uehara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winy Maas,Generation-01,10
1990s,0.0,"['Elizabeth Alford', 'Xaveer de Geyter', 'Winy Maas', 'Ray Maggiore', 'Vince Scarano', 'Ron Steiner', 'Yushi Uehara', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Agadir Convention Centre,1990,Project,Competition,Theatre,True,Elizabeth Alford,Xaveer de Geyter,Winy Maas,Ray Maggiore,Vince Scarano,Ron Steiner,Yushi Uehara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winy Maas,Generation-01,10
1990s,0.0,"['Shin-ichi Kanefuji', 'Hassan Karamine', 'Winy Maas', 'Sarah Whiting', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Hilton Hotel,1990,Project,Commissioned Study,Hotel,True,Shin-ichi Kanefuji,Hassan Karamine,Winy Maas,Sarah Whiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winy Maas,Generation-01,10
1990s,0.0,"['Hernando Arrazola', 'Rients Dijkstra', 'Rene Heijne', 'Winy Maas', 'Ada Pelder', 'Alejandro Zaera Polo', 'Miguel Rodriguez-Casellas', 'Marco Snijders', 'Roland Stuy', 'Hiroki Sugiyama', 'Wilbert Swinkels', 'Tom Tulloch', 'Andy Woodcock', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Ij Oever,1991,Project,Commissioned Study,Masterplan,True,Hernando Arrazola,Rients Dijkstra,Rene Heijne,Winy Maas,Ada Pelder,Alejandro Zaera Polo,Miguel Rodriguez-Casellas,Marco Snijders,Roland Stuy,Hiroki Sugiyama,Wilbert Swinkels,Tom Tulloch,Andy Woodcock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winy Maas,Generation-01,10
1990s,0.0,"['Udo Garritzmann', 'Xaveer de Geyter', 'Douglas Grieco', 'Shin-ichi Kanefuji', 'Winy Maas', 'Farshid Moussavi', 'Chidi Onwuka', 'Alejandro Zaera Polo', 'Sara Whiting', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Mission Grand Axe,1991,Project,Competition,Masterplan,True,Udo Garritzmann,Xaveer de Geyter,Douglas Grieco,Shin-ichi Kanefuji,Winy Maas,Farshid Moussavi,Chidi Onwuka,Alejandro Zaera Polo,Sara Whiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winy Maas,Generation-01,10
1990s,0.0,"['Udo Garritzmann', 'Shin-ichi Kanefuji', 'Winy Maas', 'Chidi Onwuka', 'Ron Steiner', 'Arno de Vries', 'Sarah Whiting', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Transferia,1991,Project,Competition,Masterplan,True,Udo Garritzmann,Shin-ichi Kanefuji,Winy Maas,Chidi Onwuka,Ron Steiner,Arno de Vries,Sarah Whiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winy Maas,Generation-01,10
1990s,0.0,"['Floris Alkemade', 'Frans Blok', 'Christophe Cornubert', 'Anne Mie Depuydt', 'Christine Enzmann', 'Winy Maas', 'Farshid Moussavi', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Zac Danton,1991,Project,Design Development,Office,True,Floris Alkemade,Frans Blok,Christophe Cornubert,Anne Mie Depuydt,Christine Enzmann,Winy Maas,Farshid Moussavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winy Maas,Generation-01,10
